"geoid","name","crime_other","crime_personal","crime_property","density","median_income","unemployed","education"
"170313501002","Block Group 2, Census Tract 3501, Cook County, Illinois",2,3,46,1245,37210,0.08290155440414507772,0.96347482724580454097
"170313504001","Block Group 1, Census Tract 3504, Cook County, Illinois",84,153,106,1068,6175,0.17709923664122137405,0.43487858719646799117
"170313510001","Block Group 1, Census Tract 3510, Cook County, Illinois",4,18,30,601,30542,0.08333333333333333333,0.87442922374429223744
"170313510002","Block Group 2, Census Tract 3510, Cook County, Illinois",23,42,88,770,33449,0.06807866868381240545,0.7607973421926910299
"170313510003","Block Group 3, Census Tract 3510, Cook County, Illinois",9,23,70,2391,24988,0.1131059245960502693,0.84688427299703264095
"170313511001","Block Group 1, Census Tract 3511, Cook County, Illinois",47,119,100,1876,8245,0.20737704918032786885,0.45818610129564193168
"170313514001","Block Group 1, Census Tract 3514, Cook County, Illinois",39,136,108,1437,17368,0.23165340406719717065,0.4548319327731092437
"170313515002","Block Group 2, Census Tract 3515, Cook County, Illinois",6,23,55,311,19478,0.20072992700729927007,1.0304878048780488
"170313602001","Block Group 1, Census Tract 3602, Cook County, Illinois",72,77,87,1487,10428,0.240234375,0.58398950131233595801
"170313801001","Block Group 1, Census Tract 3801, Cook County, Illinois",25,110,143,1949,24588,0.14802844214608920491,0.7015140591204037491
"170313802001","Block Group 1, Census Tract 3802, Cook County, Illinois",10,34,28,236,28154,0.19021739130434782609,0.61956521739130434783
"170313802002","Block Group 2, Census Tract 3802, Cook County, Illinois",8,27,50,1454,22457,0.05149501661129568106,0.61186440677966101695
"170313805001","Block Group 1, Census Tract 3805, Cook County, Illinois",17,42,48,841,17466,0.14501510574018126888,0.59733333333333333333
"170313807001","Block Group 1, Census Tract 3807, Cook County, Illinois",13,85,63,1264,18336,0.08983218163869693978,0.44984160506863780359
"170313812001","Block Group 1, Census Tract 3812, Cook County, Illinois",1,22,33,619,31021,0.15221238938053097345,0.63442940038684719536
"170313812002","Block Group 2, Census Tract 3812, Cook County, Illinois",26,167,105,1389,23413,0.18812785388127853881,0.72129436325678496868
"170313814001","Block Group 1, Census Tract 3814, Cook County, Illinois",49,213,201,1687,18356,0.25630914826498422713,0.62568306010928961749
"170313815001","Block Group 1, Census Tract 3815, Cook County, Illinois",13,60,45,178,21333,0.19161676646706586826,0.43902439024390243902
"170313818001","Block Group 1, Census Tract 3818, Cook County, Illinois",17,111,85,952,25417,0.14985590778097982709,0.63384615384615384615
"170313818002","Block Group 2, Census Tract 3818, Cook County, Illinois",16,74,58,348,18715,0.15753424657534246575,0.49145299145299145299
"170313819001","Block Group 1, Census Tract 3819, Cook County, Illinois",13,22,45,725,23328,0.12258064516129032258,0.73552123552123552124
"170313819002","Block Group 2, Census Tract 3819, Cook County, Illinois",7,31,32,610,34820,0.10745614035087719298,0.71587743732590529248
"170313901001","Block Group 1, Census Tract 3901, Cook County, Illinois",30,46,86,1376,31747,0.09742120343839541547,0.72698412698412698413
"170313902001","Block Group 1, Census Tract 3902, Cook County, Illinois",21,26,46,1102,32196,0.14102564102564102564,0.86455331412103746398
"170313902002","Block Group 2, Census Tract 3902, Cook County, Illinois",12,24,63,644,35236,0.14522058823529411765,0.93548387096774193548
"170313903001","Block Group 1, Census Tract 3903, Cook County, Illinois",6,38,35,975,10162,0.13106796116504854369,0.48148148148148148148
"170313903002","Block Group 2, Census Tract 3903, Cook County, Illinois",24,109,133,1925,17241,0.09516728624535315985,0.52266894781864841745
"170313904001","Block Group 1, Census Tract 3904, Cook County, Illinois",23,53,71,1140,33662,0.09338061465721040189,0.70595854922279792746
"170313904002","Block Group 2, Census Tract 3904, Cook County, Illinois",23,65,91,1625,16635,0.11206896551724137931,0.47377938517179023508
"170313905001","Block Group 1, Census Tract 3905, Cook County, Illinois",13,27,58,1621,54904,0.08161764705882352941,0.70840480274442538593
"170313906001","Block Group 1, Census Tract 3906, Cook County, Illinois",3,15,59,797,47685,0.11407407407407407407,0.87062937062937062937
"170313906002","Block Group 2, Census Tract 3906, Cook County, Illinois",5,11,43,1172,52326,0.03243847874720357942,1.0038216560509554
"170313907001","Block Group 1, Census Tract 3907, Cook County, Illinois",10,28,59,1300,77948,0.06902086677367576244,0.89169381107491856678
"170313907002","Block Group 2, Census Tract 3907, Cook County, Illinois",17,39,89,1163,36139,0.1348416289592760181,0.99903846153846153846
"170313907003","Block Group 3, Census Tract 3907, Cook County, Illinois",7,9,54,3181,30486,0.07079646017699115044,0.91142303969022265247
"170314003001","Block Group 1, Census Tract 4003, Cook County, Illinois",46,189,230,1404,19122,0.1203883495145631068,0.59413754227733934611
"170314004001","Block Group 1, Census Tract 4004, Cook County, Illinois",29,188,147,1053,11884,0.26710526315789473684,0.60483870967741935484
"170314004002","Block Group 2, Census Tract 4004, Cook County, Illinois",16,86,58,551,16958,0.21866666666666666667,0.60617760617760617761
"170314005001","Block Group 1, Census Tract 4005, Cook County, Illinois",33,160,145,1227,8442,0.18113207547169811321,0.43156199677938808374
"170314005002","Block Group 2, Census Tract 4005, Cook County, Illinois",30,124,113,1111,13199,0.17259552042160737813,0.46449136276391554702
"170314008001","Block Group 1, Census Tract 4008, Cook County, Illinois",58,186,193,881,8593,0.15789473684210526316,0.50091074681238615665
"170314008002","Block Group 2, Census Tract 4008, Cook County, Illinois",32,133,167,2003,7365,0.22599830076465590484,0.44392523364485981308
"170314101001","Block Group 1, Census Tract 4101, Cook County, Illinois",5,18,30,896,21445,0.02652519893899204244,0.79968944099378881988
"170314101002","Block Group 2, Census Tract 4101, Cook County, Illinois",10,17,41,901,35498,0.07644882860665844636,0.85205479452054794521
"170314102001","Block Group 1, Census Tract 4102, Cook County, Illinois",2,7,27,1061,26016,0.0580781414994720169,0.9419152276295133438
"170314105001","Block Group 1, Census Tract 4105, Cook County, Illinois",6,13,43,1157,35772,0.07385811467444120505,0.97933227344992050874
"170314105002","Block Group 2, Census Tract 4105, Cook County, Illinois",23,26,93,1532,21354,0.18664521319388576026,0.77659574468085106383
"170314106001","Block Group 1, Census Tract 4106, Cook County, Illinois",4,6,65,1563,68663,0.01393188854489164087,0.86497064579256360078
"170314106002","Block Group 2, Census Tract 4106, Cook County, Illinois",4,18,50,950,23421,0.01341463414634146341,0.88109161793372319688
"170314107001","Block Group 1, Census Tract 4107, Cook County, Illinois",9,18,106,1939,33064,0.0446832579185520362,0.9059583632447954056
"170314108001","Block Group 1, Census Tract 4108, Cook County, Illinois",25,47,94,1383,22518,0.05833333333333333333,0.82014388489208633094
"170314108002","Block Group 2, Census Tract 4108, Cook County, Illinois",1,12,73,1824,27773,0.05349276274386406545,0.93759398496240601504
"170314109001","Block Group 1, Census Tract 4109, Cook County, Illinois",5,11,29,732,55935,0.09784172661870503597,0.94827586206896551724
"170314109002","Block Group 2, Census Tract 4109, Cook County, Illinois",1,18,29,523,25534,0,0.9339407744874715262
"170314109003","Block Group 3, Census Tract 4109, Cook County, Illinois",10,23,73,1735,41435,0.0535093815149409312,0.93483146067415730337
"170314110001","Block Group 1, Census Tract 4110, Cook County, Illinois",2,16,57,1401,44057,0.03330689928628072958,0.93816982687551525144
"170314110002","Block Group 2, Census Tract 4110, Cook County, Illinois",3,4,24,603,31714,0.03460207612456747405,1.0132013201320132
"170314110003","Block Group 3, Census Tract 4110, Cook County, Illinois",6,16,50,1488,37013,0.05687203791469194313,0.90557553956834532374
"170314111001","Block Group 1, Census Tract 4111, Cook County, Illinois",2,5,45,1078,43471,0.05215419501133786848,1.025706940874036
"170314111002","Block Group 2, Census Tract 4111, Cook County, Illinois",3,23,,1149,54666,0.03179487179487179487,1.0166163141993958
"170314112001","Block Group 1, Census Tract 4112, Cook County, Illinois",5,10,34,1210,73912,0.03349753694581280788,0.92997811816192560175
"170314112002","Block Group 2, Census Tract 4112, Cook County, Illinois",2,4,30,630,63193,0.02094240837696335079,0.82894736842105263158
"170314201001","Block Group 1, Census Tract 4201, Cook County, Illinois",62,118,101,1245,15164,0.06326304106548279689,0.6718192627824019025
"170314202001","Block Group 1, Census Tract 4202, Cook County, Illinois",18,50,92,1591,17723,0.10579345088161209068,0.78712357217030114226
"170314203001","Block Group 1, Census Tract 4203, Cook County, Illinois",12,30,73,2058,15859,0.10465753424657534247,0.79210526315789473684
"170314204001","Block Group 1, Census Tract 4204, Cook County, Illinois",23,61,78,1363,26330,0.06468085106382978723,0.80641711229946524064
"170314205001","Block Group 1, Census Tract 4205, Cook County, Illinois",23,109,75,1221,13754,0.14674556213017751479,0.51760104302477183833
"170314205002","Block Group 2, Census Tract 4205, Cook County, Illinois",39,122,93,1007,17273,0.18364779874213836478,0.41186161449752883031
"170314206001","Block Group 1, Census Tract 4206, Cook County, Illinois",40,126,134,846,9645,0.29225352112676056338,0.55656108597285067873
"170314206002","Block Group 2, Census Tract 4206, Cook County, Illinois",56,114,88,761,9028,0.17123287671232876712,0.39787234042553191489
"170314207001","Block Group 1, Census Tract 4207, Cook County, Illinois",36,88,63,659,19347,0.13367174280879864636,0.48884758364312267658
"170314207002","Block Group 2, Census Tract 4207, Cook County, Illinois",20,87,75,459,18574,0.11612903225806451613,0.72222222222222222222
"170314207003","Block Group 3, Census Tract 4207, Cook County, Illinois",27,88,84,598,16774,0.2135306553911205074,0.41904761904761904762
"170314207004","Block Group 4, Census Tract 4207, Cook County, Illinois",15,80,70,680,11562,0.1525423728813559322,0.40931372549019607843
"170314207005","Block Group 5, Census Tract 4207, Cook County, Illinois",64,152,114,599,13548,0.09090909090909090909,0.55637254901960784314
"170314208001","Block Group 1, Census Tract 4208, Cook County, Illinois",60,137,132,1136,17062,0.14613778705636743215,0.67927382753403933434
"170314208002","Block Group 2, Census Tract 4208, Cook County, Illinois",46,100,124,1158,10275,0.24905183312262958281,0.57748776508972267537
"170314212001","Block Group 1, Census Tract 4212, Cook County, Illinois",37,88,67,793,14636,0.11390284757118927973,0.60629921259842519685
"170314212002","Block Group 2, Census Tract 4212, Cook County, Illinois",32,81,73,848,15946,0.22111269614835948645,0.58445440956651718984
"170314301011","Block Group 1, Census Tract 4301.01, Cook County, Illinois",12,70,65,838,18693,0.16615853658536585366,0.85356454720616570328
"170314301012","Block Group 2, Census Tract 4301.01, Cook County, Illinois",70,216,135,1017,21996,0.26441102756892230576,0.81283422459893048128
"170314301013","Block Group 3, Census Tract 4301.01, Cook County, Illinois",12,33,74,961,16172,0.10969387755102040816,0.76470588235294117647
"170314301014","Block Group 4, Census Tract 4301.01, Cook County, Illinois",22,70,132,1417,15726,0.11992071357779980178,0.73589743589743589744
"170314301021","Block Group 1, Census Tract 4301.02, Cook County, Illinois",10,35,98,1620,26880,0.11834733893557422969,0.74920382165605095541
"170314301022","Block Group 2, Census Tract 4301.02, Cook County, Illinois",11,42,85,585,21166,0.05022831050228310502,0.68193384223918575064
"170314301023","Block Group 3, Census Tract 4301.02, Cook County, Illinois",12,42,73,1057,18571,0.08465011286681715576,0.74345549738219895288
"170314302001","Block Group 1, Census Tract 4302, Cook County, Illinois",9,31,57,307,44812,0.07894736842105263158,0.67982456140350877193
"170314302002","Block Group 2, Census Tract 4302, Cook County, Illinois",19,38,76,484,31509,0.1875,0.68571428571428571429
"170314302003","Block Group 3, Census Tract 4302, Cook County, Illinois",28,84,109,948,19602,0.16253101736972704715,0.5343839541547277937
"170314302004","Block Group 4, Census Tract 4302, Cook County, Illinois",25,76,115,1019,21903,0.12102874432677760968,0.72802653399668325041
"170314302005","Block Group 5, Census Tract 4302, Cook County, Illinois",41,153,145,1709,11638,0.26319875776397515528,0.60390946502057613169
"170314303001","Block Group 1, Census Tract 4303, Cook County, Illinois",55,106,145,1200,18873,0.10414452709883103082,0.58935361216730038023
"170314303002","Block Group 2, Census Tract 4303, Cook County, Illinois",17,45,66,757,16309,0.05138339920948616601,0.63938618925831202046
"170314303003","Block Group 3, Census Tract 4303, Cook County, Illinois",19,66,64,453,7426,0.12949640287769784173,0.47945205479452054795
"170314304001","Block Group 1, Census Tract 4304, Cook County, Illinois",9,29,76,830,23185,0.1534810126582278481,0.66170212765957446809
"170314304002","Block Group 2, Census Tract 4304, Cook County, Illinois",11,37,60,552,12045,0.15046296296296296296,0.69592476489028213166
"170314304003","Block Group 3, Census Tract 4304, Cook County, Illinois",27,74,74,753,15418,0.16118421052631578947,0.80482456140350877193
"170314304004","Block Group 4, Census Tract 4304, Cook County, Illinois",24,79,69,1130,13494,0.25605900948366701791,0.39001848428835489834
"170314305001","Block Group 1, Census Tract 4305, Cook County, Illinois",46,129,180,1412,15252,0.08312342569269521411,0.55769230769230769231
"170314305002","Block Group 2, Census Tract 4305, Cook County, Illinois",24,80,127,1131,16297,0.11771995043370508055,0.67140600315955766193
"170314305003","Block Group 3, Census Tract 4305, Cook County, Illinois",30,99,142,925,13277,0.22429906542056074766,0.67485822306238185255
"170314306001","Block Group 1, Census Tract 4306, Cook County, Illinois",28,89,160,658,25375,0.05353319057815845824,0.93658536585365853659
"170314306002","Block Group 2, Census Tract 4306, Cook County, Illinois",14,29,92,1116,24528,0.16225546605293440736,0.61954887218045112782
"170314307001","Block Group 1, Census Tract 4307, Cook County, Illinois",24,53,82,1581,23644,0.1453237410071942446,0.78891419893697798026
"170314307002","Block Group 2, Census Tract 4307, Cook County, Illinois",30,68,83,986,21913,0.09832402234636871508,0.65587044534412955466
"170314308001","Block Group 1, Census Tract 4308, Cook County, Illinois",11,31,58,917,24925,0.14224751066856330014,0.70045385779122541604
"170314308002","Block Group 2, Census Tract 4308, Cook County, Illinois",16,55,108,864,23869,0.13259668508287292818,0.6958456973293768546
